rank_data
"{'id': 15, 'rank': 1, 'fitness': 0.9820137900379085, 'generation': 0}","{'id': 26, 'rank': 2, 'fitness': 0.9806195050249739, 'generation': 0}","{'id': 4, 'rank': 3, 'fitness': 0.9742403027263895, 'generation': 0}","{'id': 11, 'rank': 4, 'fitness': 0.9712777482250411, 'generation': 0}","{'id': 28, 'rank': 5, 'fitness': 0.9572285384511862, 'generation': 0}","{'id': 27, 'rank': 6, 'fitness': 0.9536862559282819, 'generation': 0}","{'id': 13, 'rank': 7, 'fitness': 0.9514859990583404, 'generation': 0}","{'id': 20, 'rank': 8, 'fitness': 0.9194442375943177, 'generation': 0}","{'id': 10, 'rank': 9, 'fitness': 0.915027298179222, 'generation': 0}","{'id': 29, 'rank': 10, 'fitness': 0.9033047180489722, 'generation': 0}","{'id': 24, 'rank': 11, 'fitness': 0.8739525613697486, 'generation': 0}","{'id': 12, 'rank': 12, 'fitness': 0.7819176383250377, 'generation': 0}","{'id': 8, 'rank': 13, 'fitness': 0.761222978479549, 'generation': 0}","{'id': 7, 'rank': 14, 'fitness': 0.703683749812668, 'generation': 0}","{'id': 23, 'rank': 15, 'fitness': 0.5740712097976176, 'generation': 0}","{'id': 6, 'rank': 16, 'fitness': 0.5430630678103927, 'generation': 0}","{'id': 3, 'rank': 17, 'fitness': 0.48051173132673014, 'generation': 0}","{'id': 14, 'rank': 18, 'fitness': 0.4770805193898551, 'generation': 0}","{'id': 17, 'rank': 19, 'fitness': 0.38051119593164184, 'generation': 0}","{'id': 19, 'rank': 20, 'fitness': 0.3433269340599874, 'generation': 0}","{'id': 16, 'rank': 21, 'fitness': 0.3400155670421957, 'generation': 0}","{'id': 1, 'rank': 22, 'fitness': 0.3163962899731848, 'generation': 0}","{'id': 5, 'rank': 23, 'fitness': 0.24057996663408865, 'generation': 0}","{'id': 2, 'rank': 24, 'fitness': 0.18152399802780883, 'generation': 0}","{'id': 9, 'rank': 25, 'fitness': 0.13360443166805663, 'generation': 0}","{'id': 18, 'rank': 26, 'fitness': 0.1036322506748838, 'generation': 0}","{'id': 22, 'rank': 27, 'fitness': 0.058617859739748035, 'generation': 0}","{'id': 30, 'rank': 28, 'fitness': 0.04888452489772538, 'generation': 0}","{'id': 21, 'rank': 29, 'fitness': 0.019061946935483354, 'generation': 0}","{'id': 25, 'rank': 30, 'fitness': 0.01798620996209155, 'generation': 0}"
"{'id': 15, 'rank': 1, 'fitness': 0.9820137900379085, 'generation': 1}","{'id': 26, 'rank': 2, 'fitness': 0.9806195050249739, 'generation': 1}","{'id': 4, 'rank': 3, 'fitness': 0.9742403027263895, 'generation': 1}","{'id': 11, 'rank': 4, 'fitness': 0.9712777482250411, 'generation': 1}","{'id': 28, 'rank': 5, 'fitness': 0.9572285384511862, 'generation': 1}","{'id': 27, 'rank': 6, 'fitness': 0.9536862559282819, 'generation': 1}","{'id': 13, 'rank': 7, 'fitness': 0.9514859990583404, 'generation': 1}","{'id': 20, 'rank': 8, 'fitness': 0.9194442375943177, 'generation': 1}","{'id': 10, 'rank': 9, 'fitness': 0.915027298179222, 'generation': 1}","{'id': 29, 'rank': 10, 'fitness': 0.9033047180489722, 'generation': 1}","{'id': 24, 'rank': 11, 'fitness': 0.8739525613697486, 'generation': 1}","{'id': 12, 'rank': 12, 'fitness': 0.7819176383250377, 'generation': 1}","{'id': 8, 'rank': 13, 'fitness': 0.761222978479549, 'generation': 1}","{'id': 7, 'rank': 14, 'fitness': 0.703683749812668, 'generation': 1}","{'id': 23, 'rank': 15, 'fitness': 0.5740712097976176, 'generation': 1}","{'id': 6, 'rank': 16, 'fitness': 0.5430630678103927, 'generation': 1}","{'id': 3, 'rank': 17, 'fitness': 0.48051173132673014, 'generation': 1}","{'id': 14, 'rank': 18, 'fitness': 0.4770805193898551, 'generation': 1}","{'id': 17, 'rank': 19, 'fitness': 0.38051119593164184, 'generation': 1}","{'id': 19, 'rank': 20, 'fitness': 0.3433269340599874, 'generation': 1}","{'id': 16, 'rank': 21, 'fitness': 0.3400155670421957, 'generation': 1}","{'id': 1, 'rank': 22, 'fitness': 0.3163962899731848, 'generation': 1}","{'id': 5, 'rank': 23, 'fitness': 0.24057996663408865, 'generation': 1}","{'id': 2, 'rank': 24, 'fitness': 0.18152399802780883, 'generation': 1}","{'id': 9, 'rank': 25, 'fitness': 0.13360443166805663, 'generation': 1}","{'id': 18, 'rank': 26, 'fitness': 0.1036322506748838, 'generation': 1}","{'id': 22, 'rank': 27, 'fitness': 0.058617859739748035, 'generation': 1}","{'id': 30, 'rank': 28, 'fitness': 0.04888452489772538, 'generation': 1}","{'id': 21, 'rank': 29, 'fitness': 0.019061946935483354, 'generation': 1}","{'id': 25, 'rank': 30, 'fitness': 0.01798620996209155, 'generation': 1}"
"{'id': 60, 'rank': 1, 'fitness': 0.9820137900379085, 'generation': 2}","{'id': 60, 'rank': 2, 'fitness': 0.9820137900379085, 'generation': 2}","{'id': 60, 'rank': 3, 'fitness': 0.9820137900379085, 'generation': 2}","{'id': 61, 'rank': 4, 'fitness': 0.9710098400791972, 'generation': 2}","{'id': 61, 'rank': 5, 'fitness': 0.9710098400791972, 'generation': 2}","{'id': 61, 'rank': 6, 'fitness': 0.9710098400791972, 'generation': 2}","{'id': 61, 'rank': 7, 'fitness': 0.9710098400791972, 'generation': 2}","{'id': 61, 'rank': 8, 'fitness': 0.9710098400791972, 'generation': 2}","{'id': 61, 'rank': 9, 'fitness': 0.9710098400791972, 'generation': 2}","{'id': 83, 'rank': 10, 'fitness': 0.8728093505619965, 'generation': 2}","{'id': 83, 'rank': 11, 'fitness': 0.8728093505619965, 'generation': 2}","{'id': 83, 'rank': 12, 'fitness': 0.8728093505619965, 'generation': 2}","{'id': 97, 'rank': 13, 'fitness': 0.7585220222020195, 'generation': 2}","{'id': 97, 'rank': 14, 'fitness': 0.7585220222020195, 'generation': 2}","{'id': 31, 'rank': 15, 'fitness': 0.7550448537424868, 'generation': 2}","{'id': 31, 'rank': 16, 'fitness': 0.7550448537424868, 'generation': 2}","{'id': 15, 'rank': 17, 'fitness': 0.6913612007141863, 'generation': 2}","{'id': 63, 'rank': 18, 'fitness': 0.6877946752767712, 'generation': 2}","{'id': 26, 'rank': 19, 'fitness': 0.6657981389882831, 'generation': 2}","{'id': 67, 'rank': 20, 'fitness': 0.6253588476524563, 'generation': 2}","{'id': 67, 'rank': 21, 'fitness': 0.6253588476524563, 'generation': 2}","{'id': 11, 'rank': 22, 'fitness': 0.5170487698861984, 'generation': 2}","{'id': 33, 'rank': 23, 'fitness': 0.4822601482760423, 'generation': 2}","{'id': 39, 'rank': 24, 'fitness': 0.4349254441368258, 'generation': 2}","{'id': 39, 'rank': 25, 'fitness': 0.4349254441368258, 'generation': 2}","{'id': 38, 'rank': 26, 'fitness': 0.35591019750548397, 'generation': 2}","{'id': 57, 'rank': 27, 'fitness': 0.3036363785728224, 'generation': 2}","{'id': 20, 'rank': 28, 'fitness': 0.16720359079965474, 'generation': 2}","{'id': 29, 'rank': 29, 'fitness': 0.12849932870245623, 'generation': 2}","{'id': 62, 'rank': 30, 'fitness': 0.01798620996209155, 'generation': 2}"
"{'id': 128, 'rank': 1, 'fitness': 0.9820137900379085, 'generation': 3}","{'id': 128, 'rank': 2, 'fitness': 0.9820137900379085, 'generation': 3}","{'id': 120, 'rank': 3, 'fitness': 0.6227949140069515, 'generation': 3}","{'id': 120, 'rank': 4, 'fitness': 0.6227949140069515, 'generation': 3}","{'id': 120, 'rank': 5, 'fitness': 0.6227949140069515, 'generation': 3}","{'id': 120, 'rank': 6, 'fitness': 0.6227949140069515, 'generation': 3}","{'id': 159, 'rank': 7, 'fitness': 0.5808238212462475, 'generation': 3}","{'id': 159, 'rank': 8, 'fitness': 0.5808238212462475, 'generation': 3}","{'id': 159, 'rank': 9, 'fitness': 0.5808238212462475, 'generation': 3}","{'id': 164, 'rank': 10, 'fitness': 0.5461420945417784, 'generation': 3}","{'id': 60, 'rank': 11, 'fitness': 0.5039649690248416, 'generation': 3}","{'id': 60, 'rank': 12, 'fitness': 0.5039649690248416, 'generation': 3}","{'id': 60, 'rank': 13, 'fitness': 0.5039649690248416, 'generation': 3}","{'id': 60, 'rank': 14, 'fitness': 0.5039649690248416, 'generation': 3}","{'id': 60, 'rank': 15, 'fitness': 0.5039649690248416, 'generation': 3}","{'id': 130, 'rank': 16, 'fitness': 0.4262247186179724, 'generation': 3}","{'id': 130, 'rank': 17, 'fitness': 0.4262247186179724, 'generation': 3}","{'id': 123, 'rank': 18, 'fitness': 0.3844647313313059, 'generation': 3}","{'id': 123, 'rank': 19, 'fitness': 0.3844647313313059, 'generation': 3}","{'id': 105, 'rank': 20, 'fitness': 0.38394682363330385, 'generation': 3}","{'id': 105, 'rank': 21, 'fitness': 0.38394682363330385, 'generation': 3}","{'id': 148, 'rank': 22, 'fitness': 0.34617007904930286, 'generation': 3}","{'id': 61, 'rank': 23, 'fitness': 0.33819739544304916, 'generation': 3}","{'id': 61, 'rank': 24, 'fitness': 0.33819739544304916, 'generation': 3}","{'id': 146, 'rank': 25, 'fitness': 0.10320909676774814, 'generation': 3}","{'id': 131, 'rank': 26, 'fitness': 0.09287086330276673, 'generation': 3}","{'id': 122, 'rank': 27, 'fitness': 0.09158200295859514, 'generation': 3}","{'id': 160, 'rank': 28, 'fitness': 0.07083530713651198, 'generation': 3}","{'id': 160, 'rank': 29, 'fitness': 0.07083530713651198, 'generation': 3}","{'id': 97, 'rank': 30, 'fitness': 0.01798620996209155, 'generation': 3}"
"{'id': 128, 'rank': 1, 'fitness': 0.9820137900379085, 'generation': 4}","{'id': 128, 'rank': 2, 'fitness': 0.9820137900379085, 'generation': 4}","{'id': 128, 'rank': 3, 'fitness': 0.9820137900379085, 'generation': 4}","{'id': 128, 'rank': 4, 'fitness': 0.9820137900379085, 'generation': 4}","{'id': 128, 'rank': 5, 'fitness': 0.9820137900379085, 'generation': 4}","{'id': 128, 'rank': 6, 'fitness': 0.9820137900379085, 'generation': 4}","{'id': 128, 'rank': 7, 'fitness': 0.9820137900379085, 'generation': 4}","{'id': 128, 'rank': 8, 'fitness': 0.9820137900379085, 'generation': 4}","{'id': 128, 'rank': 9, 'fitness': 0.9820137900379085, 'generation': 4}","{'id': 193, 'rank': 10, 'fitness': 0.9797609190900014, 'generation': 4}","{'id': 194, 'rank': 11, 'fitness': 0.933116361833483, 'generation': 4}","{'id': 194, 'rank': 12, 'fitness': 0.933116361833483, 'generation': 4}","{'id': 192, 'rank': 13, 'fitness': 0.9305750601757302, 'generation': 4}","{'id': 192, 'rank': 14, 'fitness': 0.9305750601757302, 'generation': 4}","{'id': 198, 'rank': 15, 'fitness': 0.6176233556805941, 'generation': 4}","{'id': 120, 'rank': 16, 'fitness': 0.12009249436956815, 'generation': 4}","{'id': 120, 'rank': 17, 'fitness': 0.12009249436956815, 'generation': 4}","{'id': 120, 'rank': 18, 'fitness': 0.12009249436956815, 'generation': 4}","{'id': 159, 'rank': 19, 'fitness': 0.09181098881667382, 'generation': 4}","{'id': 159, 'rank': 20, 'fitness': 0.09181098881667382, 'generation': 4}","{'id': 60, 'rank': 21, 'fitness': 0.05608728444604422, 'generation': 4}","{'id': 60, 'rank': 22, 'fitness': 0.05608728444604422, 'generation': 4}","{'id': 60, 'rank': 23, 'fitness': 0.05608728444604422, 'generation': 4}","{'id': 60, 'rank': 24, 'fitness': 0.05608728444604422, 'generation': 4}","{'id': 60, 'rank': 25, 'fitness': 0.05608728444604422, 'generation': 4}","{'id': 130, 'rank': 26, 'fitness': 0.03358920166148871, 'generation': 4}","{'id': 123, 'rank': 27, 'fitness': 0.025177827519706986, 'generation': 4}","{'id': 123, 'rank': 28, 'fitness': 0.025177827519706986, 'generation': 4}","{'id': 148, 'rank': 29, 'fitness': 0.019089556245888095, 'generation': 4}","{'id': 61, 'rank': 30, 'fitness': 0.01798620996209155, 'generation': 4}"
"{'id': 242, 'rank': 1, 'fitness': 0.9820137900379085, 'generation': 5}","{'id': 242, 'rank': 2, 'fitness': 0.9820137900379085, 'generation': 5}","{'id': 242, 'rank': 3, 'fitness': 0.9820137900379085, 'generation': 5}","{'id': 242, 'rank': 4, 'fitness': 0.9820137900379085, 'generation': 5}","{'id': 242, 'rank': 5, 'fitness': 0.9820137900379085, 'generation': 5}","{'id': 231, 'rank': 6, 'fitness': 0.979222499150203, 'generation': 5}","{'id': 278, 'rank': 7, 'fitness': 0.9569034591843665, 'generation': 5}","{'id': 278, 'rank': 8, 'fitness': 0.9569034591843665, 'generation': 5}","{'id': 278, 'rank': 9, 'fitness': 0.9569034591843665, 'generation': 5}","{'id': 278, 'rank': 10, 'fitness': 0.9569034591843665, 'generation': 5}","{'id': 278, 'rank': 11, 'fitness': 0.9569034591843665, 'generation': 5}","{'id': 233, 'rank': 12, 'fitness': 0.9545674566933978, 'generation': 5}","{'id': 233, 'rank': 13, 'fitness': 0.9545674566933978, 'generation': 5}","{'id': 263, 'rank': 14, 'fitness': 0.9445651205116802, 'generation': 5}","{'id': 263, 'rank': 15, 'fitness': 0.9445651205116802, 'generation': 5}","{'id': 249, 'rank': 16, 'fitness': 0.9443712198369911, 'generation': 5}","{'id': 241, 'rank': 17, 'fitness': 0.8212616015103047, 'generation': 5}","{'id': 241, 'rank': 18, 'fitness': 0.8212616015103047, 'generation': 5}","{'id': 276, 'rank': 19, 'fitness': 0.42723852743746243, 'generation': 5}","{'id': 128, 'rank': 20, 'fitness': 0.4158159744235619, 'generation': 5}","{'id': 128, 'rank': 21, 'fitness': 0.4158159744235619, 'generation': 5}","{'id': 128, 'rank': 22, 'fitness': 0.4158159744235619, 'generation': 5}","{'id': 128, 'rank': 23, 'fitness': 0.4158159744235619, 'generation': 5}","{'id': 128, 'rank': 24, 'fitness': 0.4158159744235619, 'generation': 5}","{'id': 194, 'rank': 25, 'fitness': 0.09018331127680534, 'generation': 5}","{'id': 243, 'rank': 26, 'fitness': 0.06464141587157768, 'generation': 5}","{'id': 243, 'rank': 27, 'fitness': 0.06464141587157768, 'generation': 5}","{'id': 225, 'rank': 28, 'fitness': 0.021950078734646716, 'generation': 5}","{'id': 225, 'rank': 29, 'fitness': 0.021950078734646716, 'generation': 5}","{'id': 230, 'rank': 30, 'fitness': 0.01798620996209155, 'generation': 5}"
"{'id': 336, 'rank': 1, 'fitness': 0.9820137900379085, 'generation': 6}","{'id': 328, 'rank': 2, 'fitness': 0.9612490299857093, 'generation': 6}","{'id': 328, 'rank': 3, 'fitness': 0.9612490299857093, 'generation': 6}","{'id': 324, 'rank': 4, 'fitness': 0.9596673888623115, 'generation': 6}","{'id': 324, 'rank': 5, 'fitness': 0.9596673888623115, 'generation': 6}","{'id': 242, 'rank': 6, 'fitness': 0.9230823364420544, 'generation': 6}","{'id': 242, 'rank': 7, 'fitness': 0.9230823364420544, 'generation': 6}","{'id': 242, 'rank': 8, 'fitness': 0.9230823364420544, 'generation': 6}","{'id': 242, 'rank': 9, 'fitness': 0.9230823364420544, 'generation': 6}","{'id': 242, 'rank': 10, 'fitness': 0.9230823364420544, 'generation': 6}","{'id': 242, 'rank': 11, 'fitness': 0.9230823364420544, 'generation': 6}","{'id': 242, 'rank': 12, 'fitness': 0.9230823364420544, 'generation': 6}","{'id': 242, 'rank': 13, 'fitness': 0.9230823364420544, 'generation': 6}","{'id': 231, 'rank': 14, 'fitness': 0.914176491016119, 'generation': 6}","{'id': 231, 'rank': 15, 'fitness': 0.914176491016119, 'generation': 6}","{'id': 323, 'rank': 16, 'fitness': 0.8986212967370469, 'generation': 6}","{'id': 323, 'rank': 17, 'fitness': 0.8986212967370469, 'generation': 6}","{'id': 323, 'rank': 18, 'fitness': 0.8986212967370469, 'generation': 6}","{'id': 278, 'rank': 19, 'fitness': 0.8526618668603201, 'generation': 6}","{'id': 278, 'rank': 20, 'fitness': 0.8526618668603201, 'generation': 6}","{'id': 300, 'rank': 21, 'fitness': 0.8500282431942545, 'generation': 6}","{'id': 233, 'rank': 22, 'fitness': 0.8469480683966165, 'generation': 6}","{'id': 263, 'rank': 23, 'fitness': 0.8236137167609248, 'generation': 6}","{'id': 241, 'rank': 24, 'fitness': 0.6174231781740102, 'generation': 6}","{'id': 334, 'rank': 25, 'fitness': 0.6172673332574958, 'generation': 6}","{'id': 276, 'rank': 26, 'fitness': 0.2699011989261978, 'generation': 6}","{'id': 128, 'rank': 27, 'fitness': 0.2624838083142639, 'generation': 6}","{'id': 128, 'rank': 28, 'fitness': 0.2624838083142639, 'generation': 6}","{'id': 128, 'rank': 29, 'fitness': 0.2624838083142639, 'generation': 6}","{'id': 230, 'rank': 30, 'fitness': 0.01798620996209155, 'generation': 6}"
"{'id': 389, 'rank': 1, 'fitness': 0.9820137900379085, 'generation': 7}","{'id': 389, 'rank': 2, 'fitness': 0.9820137900379085, 'generation': 7}","{'id': 389, 'rank': 3, 'fitness': 0.9820137900379085, 'generation': 7}","{'id': 389, 'rank': 4, 'fitness': 0.9820137900379085, 'generation': 7}","{'id': 336, 'rank': 5, 'fitness': 0.9809512182979534, 'generation': 7}","{'id': 336, 'rank': 6, 'fitness': 0.9809512182979534, 'generation': 7}","{'id': 336, 'rank': 7, 'fitness': 0.9809512182979534, 'generation': 7}","{'id': 328, 'rank': 8, 'fitness': 0.9639791033174867, 'generation': 7}","{'id': 328, 'rank': 9, 'fitness': 0.9639791033174867, 'generation': 7}","{'id': 324, 'rank': 10, 'fitness': 0.962759735107201, 'generation': 7}","{'id': 324, 'rank': 11, 'fitness': 0.962759735107201, 'generation': 7}","{'id': 324, 'rank': 12, 'fitness': 0.962759735107201, 'generation': 7}","{'id': 388, 'rank': 13, 'fitness': 0.9568047262438053, 'generation': 7}","{'id': 242, 'rank': 14, 'fitness': 0.9361086491822742, 'generation': 7}","{'id': 242, 'rank': 15, 'fitness': 0.9361086491822742, 'generation': 7}","{'id': 242, 'rank': 16, 'fitness': 0.9361086491822742, 'generation': 7}","{'id': 242, 'rank': 17, 'fitness': 0.9361086491822742, 'generation': 7}","{'id': 242, 'rank': 18, 'fitness': 0.9361086491822742, 'generation': 7}","{'id': 242, 'rank': 19, 'fitness': 0.9361086491822742, 'generation': 7}","{'id': 242, 'rank': 20, 'fitness': 0.9361086491822742, 'generation': 7}","{'id': 242, 'rank': 21, 'fitness': 0.9361086491822742, 'generation': 7}","{'id': 242, 'rank': 22, 'fitness': 0.9361086491822742, 'generation': 7}","{'id': 242, 'rank': 23, 'fitness': 0.9361086491822742, 'generation': 7}","{'id': 242, 'rank': 24, 'fitness': 0.9361086491822742, 'generation': 7}","{'id': 231, 'rank': 25, 'fitness': 0.9299295039411397, 'generation': 7}","{'id': 323, 'rank': 26, 'fitness': 0.9193218919559898, 'generation': 7}","{'id': 323, 'rank': 27, 'fitness': 0.9193218919559898, 'generation': 7}","{'id': 323, 'rank': 28, 'fitness': 0.9193218919559898, 'generation': 7}","{'id': 278, 'rank': 29, 'fitness': 0.8888871552763455, 'generation': 7}","{'id': 383, 'rank': 30, 'fitness': 0.01798620996209155, 'generation': 7}"
"{'id': 389, 'rank': 1, 'fitness': 0.9820137900379085, 'generation': 8}","{'id': 389, 'rank': 2, 'fitness': 0.9820137900379085, 'generation': 8}","{'id': 389, 'rank': 3, 'fitness': 0.9820137900379085, 'generation': 8}","{'id': 389, 'rank': 4, 'fitness': 0.9820137900379085, 'generation': 8}","{'id': 389, 'rank': 5, 'fitness': 0.9820137900379085, 'generation': 8}","{'id': 336, 'rank': 6, 'fitness': 0.9779785318000909, 'generation': 8}","{'id': 336, 'rank': 7, 'fitness': 0.9779785318000909, 'generation': 8}","{'id': 336, 'rank': 8, 'fitness': 0.9779785318000909, 'generation': 8}","{'id': 336, 'rank': 9, 'fitness': 0.9779785318000909, 'generation': 8}","{'id': 336, 'rank': 10, 'fitness': 0.9779785318000909, 'generation': 8}","{'id': 328, 'rank': 11, 'fitness': 0.8148528535431045, 'generation': 8}","{'id': 328, 'rank': 12, 'fitness': 0.8148528535431045, 'generation': 8}","{'id': 328, 'rank': 13, 'fitness': 0.8148528535431045, 'generation': 8}","{'id': 328, 'rank': 14, 'fitness': 0.8148528535431045, 'generation': 8}","{'id': 324, 'rank': 15, 'fitness': 0.7957295536083046, 'generation': 8}","{'id': 324, 'rank': 16, 'fitness': 0.7957295536083046, 'generation': 8}","{'id': 324, 'rank': 17, 'fitness': 0.7957295536083046, 'generation': 8}","{'id': 324, 'rank': 18, 'fitness': 0.7957295536083046, 'generation': 8}","{'id': 473, 'rank': 19, 'fitness': 0.5044996294266256, 'generation': 8}","{'id': 242, 'rank': 20, 'fitness': 0.3439667351673804, 'generation': 8}","{'id': 242, 'rank': 21, 'fitness': 0.3439667351673804, 'generation': 8}","{'id': 242, 'rank': 22, 'fitness': 0.3439667351673804, 'generation': 8}","{'id': 242, 'rank': 23, 'fitness': 0.3439667351673804, 'generation': 8}","{'id': 242, 'rank': 24, 'fitness': 0.3439667351673804, 'generation': 8}","{'id': 242, 'rank': 25, 'fitness': 0.3439667351673804, 'generation': 8}","{'id': 231, 'rank': 26, 'fitness': 0.26990862139497573, 'generation': 8}","{'id': 323, 'rank': 27, 'fitness': 0.1774912776383154, 'generation': 8}","{'id': 323, 'rank': 28, 'fitness': 0.1774912776383154, 'generation': 8}","{'id': 323, 'rank': 29, 'fitness': 0.1774912776383154, 'generation': 8}","{'id': 442, 'rank': 30, 'fitness': 0.01798620996209155, 'generation': 8}"
"{'id': 389, 'rank': 1, 'fitness': 0.9820137900379085, 'generation': 9}","{'id': 389, 'rank': 2, 'fitness': 0.9820137900379085, 'generation': 9}","{'id': 389, 'rank': 3, 'fitness': 0.9820137900379085, 'generation': 9}","{'id': 389, 'rank': 4, 'fitness': 0.9820137900379085, 'generation': 9}","{'id': 389, 'rank': 5, 'fitness': 0.9820137900379085, 'generation': 9}","{'id': 389, 'rank': 6, 'fitness': 0.9820137900379085, 'generation': 9}","{'id': 389, 'rank': 7, 'fitness': 0.9820137900379085, 'generation': 9}","{'id': 389, 'rank': 8, 'fitness': 0.9820137900379085, 'generation': 9}","{'id': 336, 'rank': 9, 'fitness': 0.9759061055558887, 'generation': 9}","{'id': 336, 'rank': 10, 'fitness': 0.9759061055558887, 'generation': 9}","{'id': 336, 'rank': 11, 'fitness': 0.9759061055558887, 'generation': 9}","{'id': 336, 'rank': 12, 'fitness': 0.9759061055558887, 'generation': 9}","{'id': 336, 'rank': 13, 'fitness': 0.9759061055558887, 'generation': 9}","{'id': 336, 'rank': 14, 'fitness': 0.9759061055558887, 'generation': 9}","{'id': 336, 'rank': 15, 'fitness': 0.9759061055558887, 'generation': 9}","{'id': 336, 'rank': 16, 'fitness': 0.9759061055558887, 'generation': 9}","{'id': 336, 'rank': 17, 'fitness': 0.9759061055558887, 'generation': 9}","{'id': 336, 'rank': 18, 'fitness': 0.9759061055558887, 'generation': 9}","{'id': 336, 'rank': 19, 'fitness': 0.9759061055558887, 'generation': 9}","{'id': 516, 'rank': 20, 'fitness': 0.8768053235315322, 'generation': 9}","{'id': 516, 'rank': 21, 'fitness': 0.8768053235315322, 'generation': 9}","{'id': 328, 'rank': 22, 'fitness': 0.5888902055636039, 'generation': 9}","{'id': 328, 'rank': 23, 'fitness': 0.5888902055636039, 'generation': 9}","{'id': 328, 'rank': 24, 'fitness': 0.5888902055636039, 'generation': 9}","{'id': 324, 'rank': 25, 'fitness': 0.5456069647988057, 'generation': 9}","{'id': 324, 'rank': 26, 'fitness': 0.5456069647988057, 'generation': 9}","{'id': 473, 'rank': 27, 'fitness': 0.14716629461669484, 'generation': 9}","{'id': 242, 'rank': 28, 'fitness': 0.06200673603663415, 'generation': 9}","{'id': 242, 'rank': 29, 'fitness': 0.06200673603663415, 'generation': 9}","{'id': 323, 'rank': 30, 'fitness': 0.01798620996209155, 'generation': 9}"
